id,question,answer,category,sub_category,question_type,difficulty_level,confidence,validation_score,review_status
qa_20250822_160549_499ac089,How many faculty are there?,"e USA and Malaysia. Maintains an exceptional 1:14.7 faculty-student ratio, ensuring personalized mentorship a",programs,general,numerical,basic,0.7,0.8699999999999999,unreviewed
qa_20250822_160549_baac52f6,What specializations are available in Mechanical?,-------------------------------------------------------------------------------- Filled in Posts against Sanctioned Posts List of Doctoral Faculty Experience details of Faculty Faculty List (2023-24) ...,programs,specializations,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_2faf6a8f,What is the faculty-student ratio in Mechanical?,-------------------------------------------------------------------------------- Filled in Posts against Sanctioned Posts List of Doctoral Faculty Experience details of Faculty Faculty List (2023-24) ...,programs,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_ccb3cd44,What is the duration of B.Tech admissions K L Deemed to be University provides admission through a written test and an interview?,Tech admissions K L Deemed to be University provides admission through a written test and an interview. K L Deemed to be University provides admission through a written test and an interview.,programs,duration,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_28553e7b,What subjects are taught in B.Arch?,Sc-HM A Pass in 10+2 or equivalent examination with 60% and above in aggregate and 60% and above in Group subjects.,programs,general,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_af5bfd25,What subjects are taught in B.Tech admissions K L Deemed to be University provides admission through a written test and an interview?,Tech admissions K L Deemed to be University provides admission through a written test and an interview. K L Deemed to be University provides admission through a written test and an interview.,programs,general,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_59abfd32,What are the career prospects after B.Tech admissions K L Deemed to be University provides admission through a written test and an interview?,Tech admissions K L Deemed to be University provides admission through a written test and an interview. K L Deemed to be University provides admission through a written test and an interview.,programs,general,factual,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_2d6f02ec,What is the curriculum of B.Tech admissions K L Deemed to be University provides admission through a written test and an interview?,Tech admissions K L Deemed to be University provides admission through a written test and an interview. K L Deemed to be University provides admission through a written test and an interview.,programs,curriculum,factual,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_6a8a7f74,Are there any industry collaborations for B.Tech admissions K L Deemed to be University provides admission through a written test and an interview?,Tech admissions K L Deemed to be University provides admission through a written test and an interview. K L Deemed to be University provides admission through a written test and an interview.,programs,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_648d8d67,What practical training is provided in B.Tech admissions K L Deemed to be University provides admission through a written test and an interview?,Tech admissions K L Deemed to be University provides admission through a written test and an interview. K L Deemed to be University provides admission through a written test and an interview.,programs,general,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_30862518,What research opportunities are available in B.Tech admissions K L Deemed to be University provides admission through a written test and an interview?,Tech admissions K L Deemed to be University provides admission through a written test and an interview. K L Deemed to be University provides admission through a written test and an interview.,programs,general,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_e6bd4188,What certifications can I get with B.Tech admissions K L Deemed to be University provides admission through a written test and an interview?,Tech admissions K L Deemed to be University provides admission through a written test and an interview. K L Deemed to be University provides admission through a written test and an interview.,programs,general,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_d94b13d6,Is B.Tech admissions K L Deemed to be University provides admission through a written test and an interview AICTE approved?,Tech admissions K L Deemed to be University provides admission through a written test and an interview. K L Deemed to be University provides admission through a written test and an interview.,programs,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_fe272f73,Are there exchange programs for B.Tech admissions K L Deemed to be University provides admission through a written test and an interview students?,Tech admissions K L Deemed to be University provides admission through a written test and an interview. K L Deemed to be University provides admission through a written test and an interview.,programs,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_7673e96f,What labs are available for B.Tech admissions K L Deemed to be University provides admission through a written test and an interview?,Tech admissions K L Deemed to be University provides admission through a written test and an interview. K L Deemed to be University provides admission through a written test and an interview.,programs,general,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_df105496,What projects do B.Tech admissions K L Deemed to be University provides admission through a written test and an interview students work on?,Tech admissions K L Deemed to be University provides admission through a written test and an interview. K L Deemed to be University provides admission through a written test and an interview.,programs,general,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_187e93c7,What is unique about B.Tech admissions K L Deemed to be University provides admission through a written test and an interview at KL University?,Tech admissions K L Deemed to be University provides admission through a written test and an interview. K L Deemed to be University provides admission through a written test and an interview.,programs,general,factual,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_b568be24,What is the duration of B.Tech through lateral entry?,Tech through lateral entry? You need to appear for any state-specific ECET or KLECET to be eligible for admission into the second year of UG engineering programs. (Mathematics) graduates eligible for ...,programs,duration,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_ee7431c3,What subjects are taught in B.Tech through lateral entry?,Tech through lateral entry? You need to appear for any state-specific ECET or KLECET to be eligible for admission into the second year of UG engineering programs. UG-Engineering (Lateral Entry): D.,programs,general,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_716208ee,What are the career prospects after B.Tech through lateral entry?,Tech through lateral entry? You need to appear for any state-specific ECET or KLECET to be eligible for admission into the second year of UG engineering programs. What if I haven’t appeared for any PG...,programs,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_9a740623,What is the curriculum of B.Tech through lateral entry?,Tech through lateral entry? You need to appear for any state-specific ECET or KLECET to be eligible for admission into the second year of UG engineering programs. (Mathematics) graduates eligible for ...,programs,curriculum,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_a7756d42,What are the hostel facilities like?,-------------------------------------------------------------------------------- Title of the certificate course Research Group Certificate Course Coordinator Certified Data Structures and Algorithms ...,facilities,general,factual,basic,0.8,0.98,unreviewed
qa_20250822_160549_aa735cdf,What sports facilities does the university have?,-------------------------------------------------------------------------------- Title of the certificate course Research Group Certificate Course Coordinator Certified Data Structures and Algorithms ...,facilities,sports,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_0c9d2094,How is the campus infrastructure?,5) 18EC1101 - Digital System Design (Credits:4) 18CS1003 - Workshop Practice for Computer Engineers (Credits:2) Professional Core 18SC1202 - Data Structures (Credits:4) 18CS1201 - Computer Organizatio...,facilities,general,descriptive,intermediate,0.8,0.98,unreviewed
qa_20250822_160549_8dd4b576,What dining options are available on campus?,5) 18EC1101 - Digital System Design (Credits:4) 18CS1003 - Workshop Practice for Computer Engineers (Credits:2) Professional Core 18SC1202 - Data Structures (Credits:4) 18CS1201 - Computer Organizatio...,facilities,dining,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_9d30a5c1,Is Wi-Fi available throughout the campus?,Participate as leaders in their fields of expertise and in activities that support service and economic development throughout the world. 5) 18EC1101 - Digital System Design (Credits:4) 18CS1003 - Wor...,facilities,general,yes_no,intermediate,0.8,0.98,unreviewed
qa_20250822_160549_c40bbd52,How many students can the hostels accommodate?,"The Choice Based Credit System (CBCS) provides choice for students to select from the prescribed courses - Core, Elective & Foundation Courses. Core Course to fulfill the credit requirement Elective C...",facilities,hostels,numerical,basic,0.8,0.98,unreviewed
qa_20250822_160549_68a08365,What security measures are in place?,"Mani Kandan Certified Cyber Security Professional CNS Research Group Dr K Raja Sekhar / Mr,Saravanan(4466),V. 5) 18EC1101 - Digital System Design (Credits:4) 18CS1003 - Workshop Practice for Computer ...",facilities,general,descriptive,intermediate,0.8,0.98,unreviewed
qa_20250822_160549_951c0153,Are there shopping facilities on campus?,5) 18EC1101 - Digital System Design (Credits:4) 18CS1003 - Workshop Practice for Computer Engineers (Credits:2) Professional Core 18SC1202 - Data Structures (Credits:4) 18CS1201 - Computer Organizatio...,facilities,general,yes_no,intermediate,0.8,0.98,unreviewed
qa_20250822_160549_80c86af2,What international student facilities exist?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. The Choice Based Credit System (CBCS) provid...",facilities,general,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_59835101,What disability support services are available?,"Support & Services We provide a range of support and services to help you get into KL, successfully complete your studies and get a job when you finish. Raghav Cloud Infrastructure and Services CLOUD ...",facilities,general,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_9139dc60,What facilities are available at KL University?,"Admission to KL Deemed to be University is based on a valid score in either KLEEE (B. Tech Lateral Entry), or KLMAT (Management), an in-house KL University entrance exam.",facilities,general,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_f4a9da76,What library resources are available?,Koneru Lakshmaiah Education Foundation Awarded 2nd prize in 5th national water award in the category of best institution (other than schools and colleges) in recognition of the commendable efforts in ...,facilities,library,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_3d157765,What medical facilities are available?,KL University's Free Medical Camp in Chirravur Receives Overwhelming Response.,facilities,general,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_c77e1c54,What recreational facilities are there?,"We revise our curriculum as and when there are developments in the industry, and add features business analytics.",facilities,general,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_023a64c2,What transportation is provided?,"Ramakumar provided consultancy services to organizations in Retail, Tourism and Media sectors. Further he provided the IT expertise for IT initiatives of several departments of Government of Maharasht...",facilities,transport,descriptive,basic,0.8,0.8800000000000001,unreviewed
qa_20250822_160549_964363ea,What is campus?,campus is not just about academics; it's about building lifelong friendships and embracing a vibrant community,facilities,general,factual,basic,0.6,0.76,unreviewed
qa_20250822_160549_89790c5e,What is Agriculture?,Agriculture is a newborn institution in the year 2020 equipped by harvesting talented faculty from across the country and abroad,facilities,general,factual,basic,0.6,0.76,unreviewed
qa_20250822_160549_8312c060,What is canteen?,canteen is open from 6:30 a,facilities,general,factual,basic,0.6,0.76,unreviewed
qa_20250822_160549_32a5f502,What is drinking?,drinking is available,facilities,general,factual,basic,0.6,0.76,unreviewed
qa_20250822_160549_a6cd5b87,What does which provide?,which provides quality food and prompts service and caters to needs of all the students and the staff,facilities,general,descriptive,basic,0.6,0.76,unreviewed
qa_20250822_160549_48c45cdc,What is Lab?,"Lab is a practical, hands-on environment where students, entrepreneurs, or professionals can simulate and experiment with business scenarios, strategies, and decision-making processes",facilities,general,factual,basic,0.6,0.76,unreviewed
qa_20250822_160549_bf47ac50,What does Lab provide?,"Lab provides a controlled space for participants to apply theoretical knowledge to real-world challenges In a Business Lab, individuals or teams may work on projects developing business plans, testing...",facilities,general,descriptive,basic,0.6,0.76,unreviewed
qa_20250822_160549_b8fabd19,What awards has KL University received?,Core Course to fulfill the credit requirement Elective Course for generic content to increase students' skill Foundation provides value-based learning for knowledge enhancement This emphasises a learn...,rankings,awards,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_c2288daa,How is KL University ranked globally?,Mission To impart quality education with social consciousness and make them globally competent.,rankings,general,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_aa3f2d46,What recognition has KL University achieved?,"PO6 Broad education necessary to understand the impact of engineering solutions in a global, economic, environmental, and societal context PO7 Knowledge of contemporary issues PO8 Understanding profes...",rankings,recognition,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_6b50e629,What is the university's research ranking?,-------------------------------------------------------------------------------- Title of the certificate course Research Group Certificate Course Coordinator Certified Data Structures and Algorithms ...,rankings,general,factual,intermediate,0.8,0.98,unreviewed
qa_20250822_160549_8f54c8f2,What sustainability awards has the university won?,"PO1 Ability to apply knowledge of Mathematics, science and Engineering PO2 Ability to identify, formulate, and solve engineering problems PO3 Ability to design a system, component or process, to meet ...",rankings,awards,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_88ad281c,What quality certifications does the university have?,Mission To impart quality education with social consciousness and make them globally competent. 5) 18EC1101 - Digital System Design (Credits:4) 18CS1003 - Workshop Practice for Computer Engineers (Cre...,rankings,general,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_c059d430,What is KL University's NIRF ranking?,National & Global Rankings QS World University Rankings : Sustainability QS Asia University Rankings THE-Young University Rankings THE-Asia University Rankings THE - World University Ratings THE-World...,rankings,national,factual,basic,0.8,0.98,unreviewed
qa_20250822_160549_7a05327e,What accreditations does KL University have?,-------------------------------------------------------------------------------- Private - Self - Financed Institutions category (BAND-A) University & Deemed to be University (Private/Self Financed) (...,rankings,accreditation,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_b5ef34f2,Is KL University NAAC accredited?,-------------------------------------------------------------------------------- Private - Self - Financed Institutions category (BAND-A) University & Deemed to be University (Private/Self Financed) (...,rankings,general,yes_no,basic,0.8,0.98,unreviewed
qa_20250822_160549_48314838,What is the fee?,ankings 2022 Times Engineering Rankings 2021 Careers360 Rating 2024 Careers360 Rating 2023 National & Glo,rankings,national,factual,basic,0.7,0.77,unreviewed
qa_20250822_160549_7f7a12ac,What is College?,College is approved by Pharmacy Council of India (PCI),rankings,general,factual,basic,0.6,0.76,unreviewed
qa_20250822_160549_59ba5126,What is Architecture?,Architecture is approved by Council of Architecture (CoA),rankings,general,factual,basic,0.6,0.76,unreviewed
qa_20250822_160549_13bb3f1c,How many faculty members does CSE have?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. Tech CSE ▾ Basic Courses 18SC1103 - Single v...",faculty,research,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_712cd983,How many faculty members does ce have?,"What's Happening Find and join student organizations & hobby clubs within the campus! Students, faculty, and staff can access this through their portals or by signing-up for the newsletter.",faculty,general,numerical,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_e79fee81,How many faculty members does CSE aims to make a stance of international repute through continuous research have?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. Research Projects Research project helps stu...",faculty,research,numerical,advanced,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_5273438c,What are the qualifications of faculty in CSE?,Tech CSE ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) E...,faculty,qualifications,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_6a71f587,What are the qualifications of faculty in ce?,"What's Happening Find and join student organizations & hobby clubs within the campus! Students, faculty, and staff can access this through their portals or by signing-up for the newsletter. ----------...",faculty,qualifications,factual,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_668dbe23,What are the qualifications of faculty in CSE aims to make a stance of international repute through continuous research?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. Research Projects Research project helps stu...",faculty,qualifications,factual,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_e0efcd23,What research is being conducted in CSE?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. --------------------------------------------...",faculty,research,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_446e80c0,What research is being conducted in ce?,-------------------------------------------------------------------------------- Title of the certificate course Research Group Certificate Course Coordinator Certified Data Structures and Algorithms ...,faculty,research,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_118a7cf8,What research is being conducted in CSE aims to make a stance of international repute through continuous research?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. Research Projects Research project helps stu...",faculty,research,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_a98b7e1c,How many publications does the faculty have?,"What's Happening Find and join student organizations & hobby clubs within the campus! Students, faculty, and staff can access this through their portals or by signing-up for the newsletter. ----------...",faculty,research,numerical,intermediate,0.8,0.98,unreviewed
qa_20250822_160549_cd19edd8,What industry experience do faculty members have?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. 5) 18EC1101 - Digital System Design (Credits...",faculty,research,descriptive,intermediate,0.8,0.98,unreviewed
qa_20250822_160549_b28cc9e3,Are there visiting faculty from other countries?,Tech CSE with Minor from other Department ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - ...,faculty,research,yes_no,advanced,0.8,0.98,unreviewed
qa_20250822_160549_9addc868,What training programs are available for faculty?,5) 18EC1101 - Digital System Design (Credits:4) 18CS1003 - Workshop Practice for Computer Engineers (Credits:2) Professional Core 18SC1202 - Data Structures (Credits:4) 18CS1201 - Computer Organizatio...,faculty,general,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_6ff5bcb5,What awards have faculty members received?,"What's Happening Find and join student organizations & hobby clubs within the campus! Students, faculty, and staff can access this through their portals or by signing-up for the newsletter.",faculty,general,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_9c651688,How many PhD faculty are there in CSE?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. Tech CSE ▾ Basic Courses 18SC1103 - Single v...",faculty,research,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_6da955f2,How many PhD faculty are there in ce?,"What's Happening Find and join student organizations & hobby clubs within the campus! Students, faculty, and staff can access this through their portals or by signing-up for the newsletter.",faculty,general,numerical,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_a12fecff,How many PhD faculty are there in CSE aims to make a stance of international repute through continuous research?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. Research Projects Research project helps stu...",faculty,research,numerical,advanced,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_0b66df37,What consultancy services do faculty provide?,"Support & Services We provide a range of support and services to help you get into KL, successfully complete your studies and get a job when you finish. Raghav Cloud Infrastructure and Services CLOUD ...",faculty,research,descriptive,basic,0.8,0.98,unreviewed
qa_20250822_160549_20d057e2,How many faculty members does EEE have?,Candidates have to be successful in KLEEE (KL Engineering Entrance Examination)/ JEE-Main/ JEE-Advanced / State Level Engineering Entrance Exams across India including EAMCET and Merit in Sports/Cultu...,faculty,general,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_649ba1b7,How many faculty members does me have?,"We have sent an OTP on registered email id and mobile number. All rights reserved Please check your inbox we have sent you a link,Click on it to reset your password Do you want to copy the form Form-n...",faculty,general,numerical,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_2b38e9f5,What are the qualifications of faculty in EEE?,"Admission to KL Deemed to be University is based on a valid score in either KLEEE (B. Here Are Our 200+ Industry Centred Programs To Choose From Note : KLEEE: KL Engineering Entrance Examination, KLSA...",faculty,qualifications,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_79006b42,What are the qualifications of faculty in me?,Please enter the OTP below and proceed for password change. Admission to KL Deemed to be University is based on a valid score in either KLEEE (B.,faculty,qualifications,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_d1943432,What research is being conducted in EEE?,"Admission to KL Deemed to be University is based on a valid score in either KLEEE (B. Here Are Our 200+ Industry Centred Programs To Choose From Note : KLEEE: KL Engineering Entrance Examination, KLSA...",faculty,research,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_9880f0cb,What research is being conducted in me?,Strong Research & Innovation. And must qualify in a written test and an interview conducted by the University.,faculty,research,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_3bc27687,How many PhD faculty are there in EEE?,"Admission to KL Deemed to be University is based on a valid score in either KLEEE (B. Here Are Our 200+ Industry Centred Programs To Choose From Note : KLEEE: KL Engineering Entrance Examination, KLSA...",faculty,general,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_fd09b0fb,How many faculty members does water resources have?,Koneru Lakshmaiah Education Foundation Awarded 2nd prize in 5th national water award in the category of best institution (other than schools and colleges) in recognition of the commendable efforts in ...,faculty,research,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_e1748247,What are the qualifications of faculty in water resources?,Koneru Lakshmaiah Education Foundation Awarded 2nd prize in 5th national water award in the category of best institution (other than schools and colleges) in recognition of the commendable efforts in ...,faculty,qualifications,factual,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_1fb0f3c6,What research is being conducted in water resources?,Koneru Lakshmaiah Education Foundation Awarded 2nd prize in 5th national water award in the category of best institution (other than schools and colleges) in recognition of the commendable efforts in ...,faculty,research,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_3f7b9eca,How many PhD faculty are there in water resources?,Koneru Lakshmaiah Education Foundation Awarded 2nd prize in 5th national water award in the category of best institution (other than schools and colleges) in recognition of the commendable efforts in ...,faculty,research,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_02c0dd83,How many PhD faculty are there in me?,"Know More FACULTY EXCHANGES Faculty exchanges foster collaboration, knowledge-sharing, and cultural understanding among academic institutions.",faculty,general,numerical,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_f84c4275,How many faculty members does Technical Education have?,"He has held several administrative positions at his parent Institute including that of Dean, Chairman of a Dept, and so on, and responsible positions in many Professional Societies including the India...",faculty,general,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_c55d8d70,How many faculty members does Higher and Technical Education have?,"He has held several administrative positions at his parent Institute including that of Dean, Chairman of a Dept, and so on, and responsible positions in many Professional Societies including the India...",faculty,general,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_6fbfc5c9,What are the qualifications of faculty in Technical Education?,"Member, NDT Sectional Committee, BIS (1988 – 90) Member, Project Review Committee, DST Chairman, Technology Coop Poultry Ltd (1988 – 90) Member, Faculty Selection Committee, IGOU, Delhi Member, Facult...",faculty,qualifications,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_887523b0,What are the qualifications of faculty in Higher and Technical Education?,"He implemented the first e - governance project, automating the workflows, for the department of Higher and Technical Education, Government of Maharashtra in 1995. Member, NDT Sectional Committee, BIS...",faculty,qualifications,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_878ca278,What research is being conducted in Technical Education?,"In recognition of his contributions, he has been honored with a number of awards such as the ""The Corps of Engineers Prize:1994-95"" by the Institution of Engineers (India) for his contribution on Cast...",faculty,research,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_5a47d2b6,What research is being conducted in Higher and Technical Education?,"In recognition of his contributions, he has been honored with a number of awards such as the ""The Corps of Engineers Prize:1994-95"" by the Institution of Engineers (India) for his contribution on Cast...",faculty,research,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_73620e91,How many PhD faculty are there in Technical Education?,"He has held several administrative positions at his parent Institute including that of Dean, Chairman of a Dept, and so on, and responsible positions in many Professional Societies including the India...",faculty,general,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_3c5bb92d,How many PhD faculty are there in Higher and Technical Education?,"He has held several administrative positions at his parent Institute including that of Dean, Chairman of a Dept, and so on, and responsible positions in many Professional Societies including the India...",faculty,general,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_547058b1,How many faculty members does Civil have?,"Rao is also adjunct faculty of Biomedical Informatics of UTHS, Houston, and Advisory Board Member of UT- El Paso Minority Health NIH program, USA and Adjunct Faculty, Methodist Research Institute, Hou...",faculty,research,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_194e4db2,What are the qualifications of faculty in Civil?,"His relentless commitment to quality education and research ensures that KLEF remains at the forefront of academic and societal transformation, inspiring students, faculty, and stakeholders to achieve...",faculty,qualifications,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_85157ffe,What research is being conducted in Civil?,"Jagannatha Rao was one of the leading scientists in neuroscience research in globe He was the Director on Institute for Scientific Research and Technological Advances (INDICASAT AIP), Republic Panama ...",faculty,research,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_24326b36,How many PhD faculty are there in Civil?,"Rao is also adjunct faculty of Biomedical Informatics of UTHS, Houston, and Advisory Board Member of UT- El Paso Minority Health NIH program, USA and Adjunct Faculty, Methodist Research Institute, Hou...",faculty,research,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_643c4d2f,How many faculty members does Computer Science have?,DIR-V VEGA Workshop from 17-11-2023 to 18-11-2023 A Guest Lecture on Cyber Security on 07-11-2023 Mega Hackathon 2023 for Y21 & Y22 Students from 04-11-2023 to 05-11-2023 An In-Person Interaction Prog...,faculty,general,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_68bf5ce8,How many faculty members does CSE congratulates Varun chowdary kothapalli of CSE have?,Snehankitha Malayanur for selected for 70% Scholarship grant in California State University-NorthRidge Department of CSE congratulates I-Hawks for winning Yukthi Innovation Challenge with a grant of R...,faculty,general,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_49985dda,What are the qualifications of faculty in Computer Science?,DIR-V VEGA Workshop from 17-11-2023 to 18-11-2023 A Guest Lecture on Cyber Security on 07-11-2023 Mega Hackathon 2023 for Y21 & Y22 Students from 04-11-2023 to 05-11-2023 An In-Person Interaction Prog...,faculty,qualifications,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_f3dfc445,What are the qualifications of faculty in CSE congratulates Varun chowdary kothapalli of CSE?,Snehankitha Malayanur for selected for 70% Scholarship grant in California State University-NorthRidge Department of CSE congratulates I-Hawks for winning Yukthi Innovation Challenge with a grant of R...,faculty,qualifications,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_96e86bc1,What research is being conducted in Computer Science?,"-------------------------------------------------------------------------------- Department of Computer Science & Engineering offers undergraduate, post graduate and Doctoral programs with a flexible ...",faculty,research,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_41a8493a,What research is being conducted in CSE congratulates Varun chowdary kothapalli of CSE?,Snehankitha Malayanur for selected for 70% Scholarship grant in California State University-NorthRidge Department of CSE congratulates I-Hawks for winning Yukthi Innovation Challenge with a grant of R...,faculty,research,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_523116e9,How many PhD faculty are there in Computer Science?,DIR-V VEGA Workshop from 17-11-2023 to 18-11-2023 A Guest Lecture on Cyber Security on 07-11-2023 Mega Hackathon 2023 for Y21 & Y22 Students from 04-11-2023 to 05-11-2023 An In-Person Interaction Prog...,faculty,general,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_a9460318,How many PhD faculty are there in CSE congratulates Varun chowdary kothapalli of CSE?,Snehankitha Malayanur for selected for 70% Scholarship grant in California State University-NorthRidge Department of CSE congratulates I-Hawks for winning Yukthi Innovation Challenge with a grant of R...,faculty,general,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_1c006334,How many faculty members does Mechanical have?,-------------------------------------------------------------------------------- Filled in Posts against Sanctioned Posts List of Doctoral Faculty Experience details of Faculty Faculty List (2023-24) ...,faculty,experience,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_a5f23f09,What are the qualifications of faculty in Mechanical?,-------------------------------------------------------------------------------- Filled in Posts against Sanctioned Posts List of Doctoral Faculty Experience details of Faculty Faculty List (2023-24) ...,faculty,qualifications,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_b83495dc,What research is being conducted in Mechanical?,-------------------------------------------------------------------------------- Filled in Posts against Sanctioned Posts List of Doctoral Faculty Experience details of Faculty Faculty List (2023-24) ...,faculty,research,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
